@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_25_10.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_25_10.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:54:30"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5448470705451594
@ Q2 %le 0.6122711524306976
@ FILENAME %s "getCOx.out"
*                 NAME                    S                COUNT                    X                 STDX                 XMDL               MUXMDL               DELTAX
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1      -1.277140061981                  nan                  nan            0.2203223                  nan
                MQC2LE            2.2500008                    1     -0.0102920518348                  nan                  nan            0.2410243                  nan
               MQLC3LE           12.9355133                    1      0.4595207030567                  nan                  nan            0.2616968                  nan
               MQLC7LE           27.2720861                    1     -0.7422075638251                  nan                  nan            0.4721468                  nan
               MQLB1LE           55.2235731                    1     -0.5798016231023                  nan                  nan            0.9879476                  nan
               MQLB4LE           77.1787307                    1      0.1044528080464                  nan                  nan            1.3202075                  nan
               MQLA2LE           98.9121927                    1       1.063671212466                  nan                  nan            1.8242478                  nan
               MQLA5LE          119.0986538                    1     -0.1973027691897                  nan                  nan            2.3120774                  nan
                MQD3E1          164.5639584                    1       1.118340892746                  nan                  nan            3.0072166                  nan
                MQEAE4          230.8020191                    1      0.1712392625405                  nan                  nan            4.0807687                  nan
                MQD3E4          270.0136808                    1      0.7289730945973                  nan                  nan            4.6861856                  nan
                MQEAE6          306.4724249                    1      0.2316665504335                  nan                  nan            5.2289045                  nan
              MQTATNE1          354.4092937                    1       1.037703526447                  nan                  nan            5.9292318                  nan
              MQTATNE2          397.7476034                    1       1.274492046698                  nan                  nan            6.4015278                  nan
                MQEAE8          472.7108711                    1    0.006490267549963                  nan                  nan            7.5699902                  nan
                MQD3E8          511.9225329                    1      0.6113498809332                  nan                  nan            8.1754072                  nan
               MQEAE10          548.3812769                    1      0.8882815385005                  nan                  nan             8.718126                  nan
               MQEAE11          597.0252838                    1       1.011497248196                  nan                  nan            9.3981267                  nan
               MQR2NE1          696.7698054                    1       -1.35533743094                  nan                  nan           10.9206195                  nan
               MQFRNE3          753.3246054                    1      -1.532416439245                  nan                  nan           11.5379038                  nan
               MQDRNE5          781.6020054                    1       0.149705688462                  nan                  nan            11.856421                  nan
               MQEAE13           881.197528                    1      0.4685334966056                  nan                  nan           13.2020923                  nan
               MQD3E12          947.4355886                    1      -1.118957242546                  nan                  nan           14.2756444                  nan
               MQEAE16          983.8943327                    1      0.9100430164581                  nan                  nan           14.8183633                  nan
               MQD3E14         1023.1059944                    1     -0.4649750853177                  nan                  nan           15.4237802                  nan
               MQEAE18         1059.5647385                    1        1.00092171387                  nan                  nan           15.9664991                  nan
              MQTANFE1         1107.5016074                    1       2.174849272586                  nan                  nan           16.6668263                  nan
               MQD3E16         1189.3444407                    1     -0.2110220253733                  nan                  nan            17.764866                  nan
               MQEAE20         1225.8031848                    1      0.4609734990897                  nan                  nan           18.3075848                  nan
               MQD3E18         1265.0148465                    1     -0.1272929741902                  nan                  nan           18.9130018                  nan
               MQEAE22         1301.4735906                    1      0.9173266274567                  nan                  nan           19.4557206                  nan
               MQEAE23         1350.1175975                    1       1.639871075938                  nan                  nan           20.1357212                  nan
                 MQI6E         1404.3012987                    1     0.08580366673962                  nan                  nan             21.14351                  nan
                 MQI5E         1418.7440064                    1      -0.120259683701                  nan                  nan           21.2614628                  nan
                 MQI4E         1424.1361014                    1      -0.357698625745                  nan                  nan           21.2754895                  nan
                MQX2RE         1494.6206604                    1     -0.6027606891368                  nan                  nan           22.6372352                  nan
                 MQM2E         1564.3492168                    1     -0.3157316072928                  nan                  nan           23.6951094                  nan
                 MQM7E         1608.8759522                    1      0.2660406054204                  nan                  nan           24.4296714                  nan
               MQEAE25         1634.7988225                    1      -17.15785094515                  nan                  nan           24.9087078                  nan
               MQD3E21         1671.2575666                    1        1.05931483064                  nan                  nan           25.4514267                  nan
               MQEAE27         1710.4692283                    1        0.74471796197                  nan                  nan           26.0568436                  nan
               MQD3E23         1746.9279724                    1      0.6894474042021                  nan                  nan           26.5995625                  nan
               MQEAE29         1786.1396341                    1       1.094007302151                  nan                  nan           27.2049794                  nan
               MQEAE30          1813.166033                    1     -0.2336718632102                  nan                  nan           27.6731146                  nan
              MQTAFOE1         1861.1278611                    1       1.679393705628                  nan                  nan           28.3637785                  nan
              MQTAFOE2         1905.3942301                    1    -0.05115523951094                  nan                  nan           28.8386941                  nan
               MQEAE32         1980.3824571                    1       1.115165124284                  nan                  nan           29.9974932                  nan
               MQD3E29         2065.4852081                    1       0.456793333404                  nan                  nan           31.2202127                  nan
               MQEAE35         2104.6968698                    1      0.7548284883977                  nan                  nan           31.8256296                  nan
               MQR2ORE         2203.8099939                    1     -0.6434905971702                  nan                  nan           33.1656568                  nan
               MQDROE5         2288.3421939                    1      0.6372772354677                  nan                  nan           34.2378829                  nan
               MQEAE37         2389.8065079                    1     -0.1425953837635                  nan                  nan           35.8334041                  nan
               MQD3E31          2426.265252                    1       13.42900390145                  nan                  nan           36.3761229                  nan
               MQEAE39         2465.4769137                    1      0.2564756304152                  nan                  nan           36.9815398                  nan
               MQD3E33         2501.9356578                    1      0.5623649385768                  nan                  nan           37.5242587                  nan
               MQEAE41         2541.1473195                    1      0.3737727412968                  nan                  nan           38.1296756                  nan
              MQTAOTE1         2616.1355465                    1       1.041117236776                  nan                  nan           39.2884747                  nan
              MQTAOTE2         2660.4019155                    1      0.9827105980004                  nan                  nan           39.7633903                  nan
               MQEAE44         2735.3901425                    1       1.527641517634                  nan                  nan           40.9221894                  nan
               MQEAE45         2784.0341494                    1       1.307996114157                  nan                  nan             41.60219                  nan
               MQD3E40           2850.27221                    1      0.9636508228555                  nan                  nan           42.6757421                  nan
               MQLA2RE         2920.9780873                    1     -0.1915710363977                  nan                  nan           43.8035918                  nan
               MQLB8RE         2942.8131119                    1      -1.798213537271                  nan                  nan           44.3053034                  nan
               MQLB1RE         2960.9918734                    1     -0.5050395109197                  nan                  nan           44.5395614                  nan
               MQLC7RE         2989.1433603                    1      0.7203651991867                  nan                  nan           45.0677164                  nan
               MQLC3RE         3003.3799331                    1      -1.556082067859                  nan                  nan           45.2894231                  nan
                MQC2RE         3013.8146988                    1       -2.18370463538                  nan                  nan           45.3047308                  nan
                MQC1RE         3015.7846995                    1      -1.020230575113                  nan                  nan           45.3257444                  nan
